split,cluster,sample_count,sample_ratio,workday_ratio,holiday_ratio,rush_ratio,mean_external_load,mean_historical_flow,std_historical_flow,mean_target_flow,invariant_mae,gmm_routed_mae,uniform_mae,mean_correction_magnitude,mean_gmm_confidence,mean_gmm_entropy,avg_consecutive_cluster_duration,seed
test,0,135,0.24725274725274726,0.674074074074074,0.32592592592592595,0.13333333333333333,0.6593148112297058,24.134607315063477,75.38197326660156,13.486555099487305,70.51854705810547,5.435469627380371,5.443663597106934,53.48313903808594,0.9996958374977112,0.0015393855283036828,135.0,2024
test,1,130,0.23809523809523808,0.7461538461538462,0.25384615384615383,0.2846153846153846,0.9212499856948853,46.383262634277344,114.896240234375,41.02619171142578,103.59528350830078,8.299917221069336,8.3038911819458,68.2962417602539,0.9933083057403564,0.016795966774225235,130.0,2024
test,2,281,0.5146520146520146,0.5907473309608541,0.4092526690391459,0.29537366548042704,1.1826245784759521,47.054931640625,117.60432434082031,55.23032760620117,126.4615478515625,9.230571746826172,9.240470886230469,79.3344497680664,0.9973042607307434,0.005513254087418318,281.0,2024
test,0,103,0.18864468864468864,0.6796116504854369,0.3203883495145631,0.14563106796116504,0.569975733757019,19.689706802368164,65.13554382324219,9.459150314331055,33.645999908447266,4.7486042976379395,4.749851703643799,31.559202194213867,0.999554455280304,0.001808050088584423,103.0,2025
test,1,307,0.5622710622710623,0.6710097719869706,0.32899022801302935,0.26058631921824105,0.9946091175079346,43.78053283691406,111.3628158569336,43.16765594482422,92.1087875366211,8.096315383911133,8.095599174499512,52.32368469238281,0.9998481273651123,0.0007510923896916211,307.0,2025
test,2,136,0.2490842490842491,0.5735294117647058,0.42647058823529416,0.3161764705882353,1.3017278909683228,51.777713775634766,124.64488983154297,62.110660552978516,122.01378631591797,9.00346851348877,9.003805160522461,68.34298706054688,0.9993261694908142,0.0027233154978603125,136.0,2025
test,0,248,0.4542124542124542,0.5806451612903226,0.4193548387096774,0.25806451612903225,1.1832157373428345,49.51313400268555,121.23868560791016,57.26909255981445,166.4517364501953,9.443034172058105,9.456241607666016,113.8840560913086,0.9974163174629211,0.0058186654932796955,248.0,2026
test,1,181,0.3315018315018315,0.7182320441988951,0.2817679558011049,0.3149171270718232,0.9508287310600281,41.37228775024414,107.58202362060547,38.782527923583984,131.55943298339844,8.048112869262695,8.059672355651855,104.68167114257812,0.9958463311195374,0.012822342105209827,181.0,2026
test,2,117,0.21428571428571427,0.6837606837606838,0.3162393162393162,0.1452991452991453,0.6457265019416809,23.442651748657227,73.26045989990234,12.40546989440918,119.68367004394531,5.119685649871826,5.099640369415283,111.37167358398438,0.9971674084663391,0.0076609221287071705,117.0,2026
